case_type,query_index,query_path,query_pid,query_camera_id,true_path,true_pid,true_camera_id,true_visual_similarity,true_semantic_adjustment,true_effective_semantic_adjustment,true_quality_scale,true_final_score,false_path,false_pid,false_camera_id,false_visual_similarity,false_semantic_adjustment,false_effective_semantic_adjustment,false_quality_scale,false_final_score,true_minus_false_visual_gap
corrected,1171,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c5_f0186899.jpg,711,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0711_c6_f0166722.jpg,711,5,0.804255485534668,1.0,1.0,0.8372221158058555,0.8542554974555969,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0712_c5_f0186926.jpg,712,4,0.8213403820991516,0.3333333333333333,0.3333333333333333,0.7920123550167054,0.8380070328712463,-0.017084896564483643
corrected,1186,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0722_c5_f0192213.jpg,722,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0722_c6_f0171475.jpg,722,5,0.795671820640564,0.7777777777777778,0.7777777777777778,0.7976078475147117,0.8345606923103333,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6366_c8_f0072625.jpg,6366,7,0.8027027249336243,0.4074074074074074,0.4074074074074074,0.7880593378234793,0.8230730891227722,-0.007030904293060303
corrected,1187,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0722_c6_f0171355.jpg,722,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0722_c5_f0191973.jpg,722,4,0.7676957249641418,0.7777777777777778,0.7777777777777778,0.8381802257932263,0.8065845966339111,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0305_c6_f0088563.jpg,305,5,0.7826358079910278,-0.06666666666666667,-0.06666666666666667,0.8246268375052346,0.7793024778366089,-0.014940083026885986
corrected,1195,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0729_c6_f0197978.jpg,729,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c2_f0187519.jpg,729,1,0.7863830327987671,0.8518518518518519,0.8518518518518519,0.783212223207509,0.8289756178855896,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0709_c2_f0181624.jpg,709,1,0.7976392507553101,0.037037037037037035,0.037037037037037035,0.783212223207509,0.7994911074638367,-0.011256217956542969
corrected,1206,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0738_c2_f0185448.jpg,738,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0738_c5_f0179702.jpg,738,4,0.8038768172264099,-0.04,-0.04,0.7024360151237083,0.8018768429756165,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1314_c2_f0070715.jpg,1314,1,0.8075435161590576,-0.7777777777777778,-0.7777777777777778,0.7719615257632584,0.7686546444892883,-0.003666698932647705
corrected,1212,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0742_c5_f0195520.jpg,742,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0742_c1_f0186814.jpg,742,0,0.7607172727584839,0.4074074074074074,0.4074074074074074,0.8109851487256863,0.7810876369476318,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0201_c5_f0091591.jpg,201,4,0.778334379196167,-0.4074074074074074,-0.4074074074074074,0.8078316232120548,0.757964015007019,-0.017617106437683105
corrected,1221,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0748_c1_f0188781.jpg,748,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0748_c5_f0199873.jpg,748,4,0.8142216205596924,0.7037037037037037,0.7037037037037037,0.7793749041395421,0.8494067788124084,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0765_c1_f0191808.jpg,765,0,0.8296828269958496,0.18518518518518517,0.18518518518518517,0.8196657346906484,0.8389421105384827,-0.015461206436157227
corrected,1240,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0755_c2_f0189161.jpg,755,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0755_c1_f0189211.jpg,755,0,0.861724853515625,0.7777777777777778,0.7777777777777778,0.7651724250044352,0.9006137251853943,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0756_c2_f0189348.jpg,756,1,0.8726727366447449,0.037037037037037035,0.037037037037037035,0.7651724250044352,0.8745245933532715,-0.010947883129119873
corrected,1246,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0757_c6_f0176371.jpg,757,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0757_c2_f0193391.jpg,757,1,0.8011267185211182,0.7692307692307693,0.7692307692307693,0.7323011900815699,0.8395882844924927,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4774_c6_f0185244.jpg,4774,5,0.8100112676620483,0.30434782608695654,0.30434782608695654,0.7151326076127589,0.8252286314964294,-0.008884549140930176
corrected,1248,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0758_c1_f0190129.jpg,758,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0758_c7_f0172986.jpg,758,6,0.8023849725723267,0.25925925925925924,0.25925925925925924,0.7519210164377719,0.8153479099273682,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0201_c5_f0091711.jpg,201,4,0.8079313039779663,-0.18518518518518517,-0.18518518518518517,0.7853895519618634,0.7986720204353333,-0.0055463314056396484
corrected,1257,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0765_c3_f0173201.jpg,765,2,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0765_c2_f0195573.jpg,765,1,0.8084888458251953,1.0,1.0,0.8070224461364157,0.8584888577461243,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0080_c3_f0047024.jpg,80,2,0.8188027739524841,0.6296296296296297,0.6296296296296297,0.8070224461364157,0.8502842783927917,-0.010313928127288818
corrected,1301,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0792_c1_f0200158.jpg,792,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0792_c8_f0155825.jpg,792,7,0.7776930332183838,1.0,1.0,0.832738052888049,0.8276930451393127,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0332_c5_f0115051.jpg,332,4,0.7905837297439575,-0.06666666666666667,-0.06666666666666667,0.8371206759578651,0.7872503995895386,-0.01289069652557373
corrected,1322,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0812_c2_f0206282.jpg,812,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0812_c5_f0208591.jpg,812,4,0.802009105682373,0.6,0.6,0.8230491687854131,0.8320090770721436,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c2_f0196519.jpg,729,1,0.803114116191864,0.18518518518518517,0.18518518518518517,0.8229860673532072,0.8123733997344971,-0.0011050105094909668
corrected,1326,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0816_c2_f0206679.jpg,816,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0816_c3_f0182526.jpg,816,2,0.7518410682678223,0.2,0.2,0.7093423650496535,0.7618410587310791,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1784_c2_f0155482.jpg,1784,1,0.7706198692321777,-0.6,-0.6,0.7093423650496535,0.7406198978424072,-0.01877880096435547
corrected,1372,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0849_c5_f0220887.jpg,849,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0849_c2_f0219473.jpg,849,1,0.7906312942504883,0.6,0.6,0.8439907528460024,0.8206312656402588,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6610_c8_f0119713.jpg,6610,7,0.8000203371047974,-0.4074074074074074,-0.4074074074074074,0.7544735405088208,0.7796499729156494,-0.009389042854309082
corrected,1400,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\1290_c8_f0021912.jpg,1290,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1290_c2_f0068145.jpg,1290,1,0.8127298355102539,0.8666666666666667,0.8666666666666667,0.8298453380664189,0.856063187122345,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6084_c8_f0041912.jpg,6084,7,0.8322101831436157,0.13333333333333333,0.13333333333333333,0.7772797351082166,0.8388768434524536,-0.019480347633361816
corrected,1422,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\1403_c2_f0089218.jpg,1403,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1403_c5_f0095289.jpg,1403,4,0.7964280843734741,0.7037037037037037,0.7037037037037037,0.8041205221212204,0.8316132426261902,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4480_c6_f0104923.jpg,4480,5,0.8069819808006287,0.25925925925925924,0.25925925925925924,0.7995722816682156,0.8199449181556702,-0.010553896427154541
corrected,1425,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\1403_c6_f0075533.jpg,1403,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1403_c2_f0089458.jpg,1403,1,0.8038536906242371,0.7037037037037037,0.7037037037037037,0.7917463798673801,0.8390388488769531,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0261_c6_f0075069.jpg,261,5,0.8141939640045166,0.48148148148148145,0.48148148148148145,0.8010650096300207,0.8382680416107178,-0.010340273380279541
corrected,1440,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\1480_c5_f0101437.jpg,1480,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1480_c4_f0068446.jpg,1480,3,0.787720799446106,0.6521739130434783,0.6521739130434783,0.7324738813771141,0.820329487323761,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0469_c6_f0113972.jpg,469,5,0.7932926416397095,0.4782608695652174,0.4782608695652174,0.7956579309577743,0.8172056674957275,-0.005571842193603516
corrected,1441,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\1480_c8_f0056799.jpg,1480,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1480_c5_f0101557.jpg,1480,4,0.8203818798065186,0.7037037037037037,0.7037037037037037,0.7822389880816141,0.8555670380592346,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4634_c8_f0119094.jpg,4634,7,0.8343143463134766,0.18518518518518517,0.18518518518518517,0.7980705151403391,0.8435736298561096,-0.013932466506958008
corrected,1529,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\1790_c5_f0161442.jpg,1790,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1790_c2_f0157044.jpg,1790,1,0.7926864624023438,0.18518518518518517,0.18518518518518517,0.7473838721528465,0.8019457459449768,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1490_c2_f0099378.jpg,1490,1,0.8020152449607849,-0.4074074074074074,-0.4074074074074074,0.7473838721528465,0.781644880771637,-0.009328782558441162
corrected,1595,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\2573_c5_f0108428.jpg,2573,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2573_c7_f0088614.jpg,2573,6,0.803394615650177,0.3333333333333333,0.3333333333333333,0.746103561071702,0.8200612664222717,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4541_c6_f0120466.jpg,4541,5,0.808600127696991,-0.1111111111111111,-0.1111111111111111,0.746103561071702,0.8030445575714111,-0.005205512046813965
corrected,1611,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\2768_c4_f0171292.jpg,2768,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2768_c3_f0177433.jpg,2768,2,0.7926055788993835,0.8,0.8,0.8280808963709407,0.8326056003570557,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2942_c4_f0029626.jpg,2942,3,0.81126868724823,0.037037037037037035,0.037037037037037035,0.8206774533898742,0.8131205439567566,-0.018663108348846436
corrected,1627,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\3202_c4_f0145448.jpg,3202,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3202_c5_f0179269.jpg,3202,4,0.7996695637702942,1.0,1.0,0.7112046928041511,0.8496695756912231,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3201_c4_f0145467.jpg,3201,3,0.8089122772216797,0.6296296296296297,0.6296296296296297,0.7112046928041511,0.8403937816619873,-0.009242713451385498
corrected,1632,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\3335_c7_f0030973.jpg,3335,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3335_c6_f0028996.jpg,3335,5,0.8862873315811157,0.7777777777777778,0.7777777777777778,0.789509409316528,0.925176203250885,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4560_c7_f0131198.jpg,4560,6,0.8940239548683167,0.25925925925925924,0.25925925925925924,0.789509409316528,0.9069868922233582,-0.007736623287200928
corrected,1658,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\3638_c6_f0136119.jpg,3638,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3638_c5_f0159834.jpg,3638,4,0.7562944889068604,0.8666666666666667,0.8666666666666667,0.8299053866830137,0.7996278405189514,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0694_c6_f0150098.jpg,694,5,0.7691580653190613,0.26666666666666666,0.26666666666666666,0.8299053866830137,0.7824913859367371,-0.012863576412200928
corrected,1670,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\3761_c5_f0208029.jpg,3761,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3761_c6_f0169069.jpg,3761,5,0.7955631017684937,0.6296296296296297,0.6296296296296297,0.7998405438698368,0.8270446062088013,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0361_c5_f0110305.jpg,361,4,0.8113031387329102,-0.3333333333333333,-0.3333333333333333,0.7998405438698368,0.7946364879608154,-0.015740036964416504
corrected,1761,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4144_c7_f0055604.jpg,4144,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4144_c6_f0050467.jpg,4144,5,0.7967829704284668,0.5333333333333333,0.5333333333333333,0.8072463524010446,0.8234496116638184,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0119_c6_f0050959.jpg,119,5,0.8031348586082458,-0.4,-0.4,0.7744049205548234,0.7831348776817322,-0.006351888179779053
corrected,1765,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4146_c8_f0029749.jpg,4146,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4146_c7_f0055795.jpg,4146,6,0.7714386582374573,0.7777777777777778,0.7777777777777778,0.814843379917704,0.8103275299072266,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4147_c6_f0050961.jpg,4147,5,0.776252031326294,0.4666666666666667,0.4666666666666667,0.8470144813259441,0.7995853424072266,-0.00481337308883667
corrected,1766,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4147_c6_f0051321.jpg,4147,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4147_c8_f0030044.jpg,4147,7,0.7624372243881226,0.7037037037037037,0.7037037037037037,0.7485752922885212,0.7976223826408386,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4541_c6_f0120706.jpg,4541,5,0.7678754329681396,0.4074074074074074,0.4074074074074074,0.7642764030047404,0.7882457971572876,-0.00543820858001709
corrected,1771,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4150_c8_f0031082.jpg,4150,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4150_c6_f0051888.jpg,4150,5,0.7845180034637451,0.5714285714285714,0.5714285714285714,0.7241475656996539,0.8130894303321838,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1314_c4_f0045990.jpg,1314,3,0.7991466522216797,0.14285714285714285,0.14285714285714285,0.7241475656996539,0.8062894940376282,-0.01462864875793457
corrected,1805,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4190_c6_f0060181.jpg,4190,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4190_c7_f0064800.jpg,4190,6,0.7580657005310059,0.07692307692307693,0.07692307692307693,0.7470214256901799,0.7619118690490723,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c6_f0076694.jpg,4315,5,0.7690929770469666,-0.2,-0.2,0.7882139950162834,0.7590929865837097,-0.011027276515960693
corrected,1832,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4227_c6_f0065671.jpg,4227,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4227_c7_f0068285.jpg,4227,6,0.7875375151634216,0.037037037037037035,0.037037037037037035,0.6971336792556592,0.7893893718719482,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0427_c2_f0123363.jpg,427,1,0.7934572696685791,-0.25,-0.25,0.6869065902609792,0.7809572815895081,-0.005919754505157471
corrected,1843,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c8_f0040606.jpg,4239,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4239_c6_f0068093.jpg,4239,5,0.8043947219848633,0.7037037037037037,0.7037037037037037,0.7475289815921842,0.8395798802375793,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4205_c8_f0034811.jpg,4205,7,0.8152967691421509,0.18518518518518517,0.18518518518518517,0.7475289815921842,0.8245560526847839,-0.010902047157287598
corrected,1857,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c7_f0074387.jpg,4254,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4254_c6_f0069425.jpg,4254,5,0.8562374711036682,-0.06666666666666667,-0.06666666666666667,0.8268311743934948,0.8529041409492493,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4060_c6_f0035411.jpg,4060,5,0.8664534687995911,-0.5555555555555556,-0.5555555555555556,0.7790964974665346,0.8386756777763367,-0.010215997695922852
corrected,1880,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4310_c6_f0075658.jpg,4310,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4310_c7_f0080593.jpg,4310,6,0.7933300137519836,0.25925925925925924,0.25925925925925924,0.7281807983823028,0.8062929511070251,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5920_c8_f0019157.jpg,5920,7,0.7952877283096313,0.06666666666666667,0.06666666666666667,0.8106282441980308,0.7986210584640503,-0.001957714557647705
corrected,1884,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c7_f0081121.jpg,4315,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c6_f0076334.jpg,4315,5,0.816004753112793,0.2,0.2,0.7744919935862222,0.8260047435760498,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4622_c7_f0146379.jpg,4622,6,0.8274414539337158,-0.4666666666666667,-0.4666666666666667,0.7638721346027321,0.8041081428527832,-0.011436700820922852
corrected,1893,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4326_c7_f0080795.jpg,4326,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4326_c6_f0078816.jpg,4326,5,0.8512022495269775,0.18518518518518517,0.18518518518518517,0.7199810077746709,0.8604615330696106,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c7_f0081241.jpg,4315,6,0.8601716756820679,-0.6,-0.6,0.7568864405155182,0.8301717042922974,-0.008969426155090332
corrected,1935,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4374_c7_f0093773.jpg,4374,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4374_c6_f0086329.jpg,4374,5,0.7940694093704224,0.4666666666666667,0.4666666666666667,0.8100534212258126,0.817402720451355,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4057_c7_f0037847.jpg,4057,6,0.8026280403137207,0.13333333333333333,0.13333333333333333,0.7907200672560267,0.8092947006225586,-0.00855863094329834
corrected,1968,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4433_c7_f0098425.jpg,4433,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4433_c6_f0096305.jpg,4433,5,0.8602568507194519,0.6296296296296297,0.6296296296296297,0.8154125966039705,0.8917383551597595,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4480_c7_f0107107.jpg,4480,6,0.8796233534812927,0.13333333333333333,0.13333333333333333,0.8209441072411006,0.8862900137901306,-0.01936650276184082
corrected,2001,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4494_c7_f0110425.jpg,4494,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4494_c6_f0108348.jpg,4494,5,0.829203724861145,0.3333333333333333,0.3333333333333333,0.7575809440862984,0.8458703756332397,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0329_c7_f0088063.jpg,329,6,0.841320276260376,-0.4074074074074074,-0.4074074074074074,0.7575809440862984,0.820949912071228,-0.012116551399230957
corrected,2049,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4563_c7_f0131927.jpg,4563,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4563_c6_f0129841.jpg,4563,5,0.8376133441925049,1.0,1.0,0.8087775053617394,0.8876133561134338,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4116_c7_f0050998.jpg,4116,6,0.8460191488265991,0.5333333333333333,0.5333333333333333,0.7844814105580249,0.8726857900619507,-0.008405804634094238
corrected,2081,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4622_c6_f0144214.jpg,4622,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4622_c7_f0146739.jpg,4622,6,0.8348879814147949,0.8666666666666667,0.8666666666666667,0.7636098011086383,0.878221333026886,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2495_c6_f0075758.jpg,2495,5,0.8522616624832153,0.4666666666666667,0.4666666666666667,0.8195389658626582,0.875594973564148,-0.01737368106842041
corrected,2083,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4622_c8_f0116707.jpg,4622,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4622_c6_f0144334.jpg,4622,5,0.8284675478935242,0.26666666666666666,0.26666666666666666,0.7727002742389837,0.8418008685112,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4605_c8_f0114472.jpg,4605,7,0.8463009595870972,-0.13333333333333333,-0.13333333333333333,0.7727002742389837,0.8396342992782593,-0.017833411693572998
corrected,2085,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4632_c7_f0151142.jpg,4632,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4632_c6_f0146554.jpg,4632,5,0.7735031843185425,0.3333333333333333,0.3333333333333333,0.75471582222316,0.7901698350906372,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4247_c7_f0074061.jpg,4247,6,0.7841216921806335,-0.06666666666666667,-0.06666666666666667,0.7612285632640123,0.7807883620262146,-0.010618507862091064
corrected,2091,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4634_c7_f0148554.jpg,4634,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4634_c6_f0146637.jpg,4634,5,0.8561094999313354,0.8571428571428571,0.8571428571428571,0.8342178750369282,0.8989666700363159,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4116_c7_f0050878.jpg,4116,6,0.8583200573921204,0.35714285714285715,0.35714285714285715,0.7515583092139826,0.876177191734314,-0.002210557460784912
corrected,2100,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4646_c7_f0149978.jpg,4646,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4646_c6_f0148830.jpg,4646,5,0.8091280460357666,1.0,1.0,0.7997818945550623,0.8591280579566956,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0346_c7_f0088927.jpg,346,6,0.824855387210846,-0.3333333333333333,-0.3333333333333333,0.6911911326426046,0.8081887364387512,-0.015727341175079346
